% this file was created on 13-Jun-2013 18:08:00 
%
% SC:        Cluster 1 
% Intrument: EFW 
% Signal:    P 
% Sensor:    1234 
% Coord Sys: sc 
%
% comment:   this signal is averaged from all probes available at the time 
%
%
% Time from: 27-May-2011 00:00:00 
%
% time        P1234     
% [s]         [V]       
25919.357275  -15.337 
25919.557271  -15.042 
25919.757266  -15.011 
25919.957261  -14.998 
25920.157256  -15.212 
25920.357251  -15.074 
25920.557247  -15.396 
25920.757242  -15.599 
25920.957237  -15.718 
25921.157232  -15.553 
25921.357228  -15.067 
25921.557223  -15.254 
25921.757218  -15.101 
25921.957213  -15.341 
25922.157208  -15.814 
25922.357204  -15.992 
25922.557199  -16.113 
25922.757194  -16.199 
25922.957189  -16.030 
25923.157184  -15.703 
25923.357180  -15.274 
25923.557175  -14.804 
25923.757170  -14.921 
25923.957165  -14.515 
25924.157161  -14.459 
25924.357156  -14.802 
25924.557151  -14.618 
25924.757146  -14.990 
25924.957141  -15.205 
25925.157137  -15.285 
25925.357132  -15.113 
25925.557127  -14.810 
25925.757123  -15.306 
25925.957118  -14.728 
25926.157113  -15.270 
25926.357108  -15.115 
25926.557103  -15.120 
25926.757099  -15.387 
25926.957094  -15.459 
25927.157089  -16.143 
25927.357084  -15.048 
25927.557080  -14.668 
25927.757075  -14.433 
25927.957070  -14.243 
25928.157065  -14.099 
25928.357060  -14.272 
25928.557054  -14.433 
25928.757050  -14.306 
25928.957045  -14.452 
25929.157040  -14.611 
25929.357035  -14.777 
25929.557030  -14.557 
25929.757026  -13.785 
25929.957021  -13.749 
25930.157016  -13.074 
25930.357011  -13.641 
25930.557007  -13.266 
25930.757002  -12.831 
25930.956997  -13.063 
25931.156992  -13.622 
25931.356987  -13.668 
25931.556983  -13.613 
25931.756978  -13.643 
25931.956973  -13.408 
25932.156968  -13.699 
25932.356964  -13.076 
25932.556959  -13.515 
25932.756954  -13.620 
25932.956949  -13.795 
25933.156945  -13.841 
25933.356940  -13.392 
25933.556935  -13.488 
25933.756930  -13.214 
25933.956925  -12.862 
25934.156920  -12.615 
25934.356916  -11.906 
25934.556911  -12.168 
25934.756906 1570000000.000 
25934.956902 1570000000.000 
25935.156897 1570000000.000 
25935.356892 1570000000.000 
25935.556887 1570000000.000 
25935.756882 1570000000.000 
25935.956878 1570000000.000 
25936.156873 1570000000.000 
25936.356868 1570000000.000 
25936.556863 1570000000.000 
25936.756859 1570000000.000 
25936.956854 1570000000.000 
25937.156849 1570000000.000 
25937.356844 1570000000.000 
25937.556839 1570000000.000 
25937.756835 1570000000.000 
25937.956830 1570000000.000 
25938.156825 1570000000.000 
25938.356820 1570000000.000 
25938.556816 1570000000.000 
25938.756811  -10.956 
25938.956806  -11.496 
25939.156801  -11.829 
25939.356797  -12.490 
25939.556790  -12.214 
25939.756786  -11.615 
25939.956781  -11.699 
25940.156776  -11.170 
25940.356771  -11.032 
25940.556767  -10.737 
25940.756762  -10.513 
25940.956757  -10.735 
25941.156752  -11.078 
25941.356747  -11.115 
25941.556742  -11.354 
25941.756738  -11.595 
25941.956733  -11.783 
25942.156728  -11.908 
25942.356723  -12.034 
25942.556719  -12.032 
25942.756714  -11.666 
25942.956709  -11.722 
25943.156704  -11.904 
25943.356699  -11.542 
25943.556695  -11.367 
25943.756690  -11.013 
25943.956685  -10.854 
25944.156680  -10.731 
25944.356676  -10.793 
25944.556670  -10.873 
25944.756665  -11.042 
25944.956660  -10.919 
25945.156655  -10.852 
25945.356651  -11.111 
25945.556646  -11.297 
25945.756641  -12.042 
25945.956636  -12.095 
25946.156631  -12.138 
25946.356627  -12.049 
25946.556622  -11.735 
25946.756617  -11.890 
25946.956612  -11.975 
25947.156608  -11.998 
25947.356603  -11.856 
25947.556598  -12.023 
25947.756593  -11.986 
25947.956589  -12.019 
25948.156584  -12.046 
25948.356579  -11.942 
25948.556574  -11.906 
25948.756570  -11.745 
25948.956565  -11.595 
25949.156560  -11.333 
25949.356555  -11.475 
25949.556550  -11.676 
25949.756545  -11.408 
25949.956540  -11.314 
25950.156536  -11.059 
25950.356531  -11.431 
25950.556526  -11.011 
25950.756521  -10.567 
25950.956517  -10.377 
25951.156512   -9.896 
25951.356507  -10.019 
25951.556502  -10.118 
25951.756498  -10.295 
25951.956493  -10.590 
25952.156488  -10.973 
25952.356483  -10.488 
25952.556479  -10.354 
25952.756474  -10.151 
25952.956469  -10.049 
25953.156464  -10.030 
25953.356459   -9.984 
25953.556455  -10.151 
25953.756450  -10.040 
25953.956445   -9.994 
25954.156440  -10.247 
25954.356436  -10.572 
25954.556431  -11.023 
25954.756426  -10.869 
25954.956421  -10.572 
25955.156416  -10.649 
25955.356411  -10.283 
25955.556407  -10.088 
25955.756402  -10.097 
25955.956397  -10.249 
25956.156392  -10.446 
25956.356388  -10.835 
25956.556383  -10.910 
25956.756378  -10.979 
25956.956373  -10.818 
25957.156368  -10.743 
25957.356364  -10.498 
25957.556359  -10.285 
25957.756354  -10.120 
25957.956349  -10.256 
25958.156345  -10.235 
25958.356340  -10.314 
25958.556335  -10.354 
25958.756330  -10.377 
25958.956326  -10.260 
25959.156321  -10.157 
25959.356316  -10.021 
25959.556311  -10.053 
25959.756306  -10.373 
25959.956301  -10.205 
25960.156296  -10.747 
25960.356292  -11.061 
25960.556287  -11.653 
25960.756282  -11.373 
25960.956278  -10.638 
25961.156273  -10.724 
25961.356268  -10.444 
25961.556263  -10.293 
25961.756258  -10.111 
25961.956254  -10.086 
25962.156249  -10.482 
25962.356244  -10.505 
25962.556239  -10.567 
25962.756235  -10.678 
25962.956230  -10.561 
25963.156225  -10.327 
25963.356220  -10.187 
25963.556216  -10.005 
25963.756211   -9.979 
25963.956206   -9.963 
25964.156201   -9.873 
25964.356196  -10.310 
25964.556190  -10.212 
25964.756186  -10.293 
25964.956181  -10.262 
25965.156176  -10.806 
25965.356171  -10.517 
25965.556167  -10.260 
25965.756162  -10.005 
25965.956157   -9.833 
25966.156152   -9.954 
25966.356148   -9.668 
25966.556143   -9.615 
25966.756138   -9.607 
25966.956133   -9.825 
25967.156128  -10.030 
25967.356124  -10.049 
25967.556119   -9.848 
25967.756114   -9.685 
25967.956110   -9.655 
25968.156105   -9.615 
25968.356100   -9.553 
25968.556095   -9.858 
25968.756090   -9.837 
25968.956086  -10.402 
25969.156081  -10.038 
25969.356076   -9.758 
25969.556071   -9.718 
25969.756066   -9.436 
25969.956061   -9.385 
25970.156056   -9.164 
25970.356052   -9.293 
25970.556047   -9.605 
25970.756042   -9.664 
25970.956038   -9.714 
25971.156033   -9.747 
25971.356028  -10.095 
25971.556023   -9.831 
25971.756018   -9.735 
25971.956014   -9.551 
25972.156009   -9.398 
25972.356004   -9.166 
25972.555999   -9.295 
25972.755995   -9.588 
25972.955990   -9.641 
25973.155985   -9.887 
25973.355980   -9.844 
25973.555975   -9.883 
25973.755971   -9.869 
25973.955966   -9.659 
25974.155961   -9.538 
25974.355956   -9.281 
25974.555952   -9.266 
25974.755947   -9.364 
25974.955942   -9.486 
25975.155937   -9.645 
25975.355932   -9.666 
25975.555927   -9.913 
25975.755923   -9.898 
25975.955918   -9.906 
25976.155913   -9.578 
25976.355908   -9.379 
25976.555903   -9.168 
25976.755899   -9.260 
25976.955894   -9.423 
25977.155889   -9.549 
25977.355884   -9.728 
25977.555879   -9.672 
25977.755875   -9.676 
25977.955870   -9.657 
25978.155865   -9.456 
25978.355860   -9.354 
25978.555856   -9.191 
25978.755851   -9.164 
25978.955846   -9.189 
25979.155841   -9.277 
25979.355836   -9.306 
25979.555832   -9.356 
25979.755827   -9.450 
25979.955822   -9.517 
25980.155817   -9.490 
25980.355813   -9.519 
25980.555807   -9.448 
25980.755802   -9.295 
25980.955797   -9.463 
25981.155792   -9.737 
25981.355788   -9.718 
25981.555783   -9.873 
25981.755778   -9.879 
25981.955773   -9.919 
25982.155768   -9.808 
25982.355764   -9.636 
25982.555759   -9.530 
25982.755754   -9.321 
25982.955750   -9.239 
25983.155745   -9.358 
25983.355740   -9.588 
25983.555735   -9.768 
25983.755730  -10.036 
25983.955726  -10.247 
25984.155721  -10.126 
25984.355716  -10.185 
25984.555711  -10.053 
25984.755707   -9.944 
25984.955702   -9.760 
25985.155697   -9.992 
25985.355692  -10.113 
25985.555686  -10.203 
25985.755681  -10.486 
25985.955677  -10.515 
25986.155672  -10.678 
25986.355667  -10.513 
25986.555662  -10.333 
25986.755657  -10.220 
25986.955653  -10.009 
25987.155648   -9.946 
25987.355643   -9.850 
25987.555638  -10.097 
25987.755634  -10.187 
25987.955629  -10.300 
25988.155624  -10.346 
25988.355619  -10.505 
25988.555614  -10.423 
25988.755610  -10.191 
25988.955605  -10.201 
25989.155600   -9.973 
25989.355595  -10.178 
25989.555591  -10.220 
25989.755586  -10.398 
25989.955581  -10.528 
25990.155576  -10.664 
25990.355572  -10.777 
25990.555567  -10.749 
25990.755562  -10.609 
25990.955557  -10.473 
25991.155552  -10.155 
25991.355547  -10.013 
25991.555543  -10.103 
25991.755538  -10.245 
25991.955533  -10.279 
25992.155528  -10.433 
25992.355524  -10.488 
25992.555519  -10.546 
25992.755514  -10.486 
25992.955509  -10.285 
25993.155504  -10.118 
25993.355500   -9.846 
25993.555495   -9.862 
25993.755490  -10.015 
25993.955486  -10.090 
25994.155481  -10.262 
25994.355476  -10.469 
25994.555471  -10.421 
25994.755466  -10.270 
25994.955462  -10.111 
25995.155457  -10.007 
25995.355452   -9.816 
25995.555447   -9.659 
25995.755442   -9.682 
25995.955437   -9.760 
25996.155432   -9.833 
25996.355428   -9.929 
25996.555423  -10.072 
25996.755418  -10.185 
25996.955414  -10.172 
25997.155409   -9.898 
25997.355404   -9.879 
25997.555399   -9.823 
25997.755394   -9.971 
25997.955390  -10.212 
25998.155385  -10.218 
25998.355380  -10.582 
25998.555375  -10.528 
25998.755370  -10.603 
25998.955366  -10.553 
25999.155361  -10.471 
25999.355356  -10.333 
25999.555351  -10.199 
25999.755347   -9.988 
25999.955342  -10.023 
26000.155337  -10.216 
26000.355332  -10.337 
26000.555325  -10.492 
26000.755321  -10.618 
26000.955316  -10.680 
26001.155311  -10.687 
26001.355306  -10.356 
26001.555301  -10.379 
26001.755297  -10.164 
26001.955292  -10.404 
26002.155287  -10.574 
26002.355282  -10.701 
26002.555278  -10.737 
26002.755273  -10.883 
26002.955268  -10.892 
26003.155263  -10.846 
26003.355258  -10.624 
26003.555254  -10.496 
26003.755249  -10.327 
26003.955244  -10.189 
26004.155239  -10.078 
26004.355234  -10.308 
26004.555230  -10.394 
26004.755225  -10.513 
26004.955220  -10.605 
26005.155215  -10.685 
26005.355211  -10.659 
26005.555206  -10.636 
26005.755201  -10.461 
26005.955196  -10.272 
26006.155191  -10.364 
26006.355187  -10.526 
26006.555182  -10.576 
26006.755177  -10.703 
26006.955172  -10.695 
26007.155167  -10.800 
26007.355163  -10.766 
26007.555158  -10.726 
26007.755153  -10.540 
26007.955148  -10.381 
26008.155143  -10.260 
26008.355139  -10.281 
26008.555134  -10.440 
26008.755129  -10.515 
26008.955124  -10.739 
26009.155120  -10.856 
26009.355115  -10.942 
26009.555110  -11.021 
26009.755105  -10.724 
26009.955100  -10.760 
26010.155096  -10.473 
26010.355091  -10.438 
26010.555086  -10.293 
26010.755081  -10.559 
26010.955076  -10.515 
26011.155072  -10.498 
26011.355067  -10.519 
26011.555060  -10.494 
26011.755055  -10.333 
26011.955050  -10.180 
26012.155046  -10.065 
26012.355041   -9.850 
26012.555036   -9.885 
26012.755032  -10.051 
26012.955027  -10.109 
26013.155022  -10.212 
26013.355017  -10.201 
26013.555012  -10.318 
26013.755008  -10.260 
26013.955003  -10.170 
26014.154998  -10.040 
26014.354993   -9.841 
26014.554989   -9.892 
26014.754984  -10.019 
26014.954979  -10.153 
26015.154974  -10.174 
26015.354970  -10.074 
26015.554965  -10.092 
26015.754960  -10.038 
26015.954955   -9.896 
26016.154950   -9.599 
26016.354946   -9.530 
26016.554942   -9.390 
26016.754937   -9.436 
26016.954932   -9.417 
26017.154927   -9.505 
26017.354923   -9.538 
26017.554918   -9.611 
26017.754913   -9.728 
26017.954908   -9.726 
26018.154903   -9.605 
26018.354898   -9.490 
26018.554894   -9.277 
26018.754889   -9.312 
26018.954884   -9.352 
26019.154879   -9.505 
26019.354875   -9.632 
26019.554870   -9.743 
26019.754865   -9.839 
26019.954860   -9.762 
26020.154855   -9.693 
26020.354851   -9.572 
26020.554846   -9.538 
26020.754841   -9.406 
26020.954836   -9.392 
26021.154832   -9.377 
26021.354827   -9.638 
26021.554821  -10.030 
26021.754816  -10.030 
26021.954811   -9.751 
26022.154807   -9.864 
26022.354802  -10.222 
26022.554797   -9.791 
26022.754792   -9.789 
26022.954787  -10.069 
26023.154783  -10.277 
26023.354778  -10.147 
26023.554773  -10.513 
26023.754769  -10.936 
26023.954764  -11.607 
26024.154759  -11.864 
26024.354754  -11.994 
26024.554749  -11.990 
26024.754745  -12.210 
26024.954740  -12.297 
26025.154735  -12.145 
26025.354730  -12.256 
26025.554725  -12.398 
26025.754721  -12.703 
26025.954716  -12.436 
26026.154711  -12.664 
26026.354706  -12.456 
26026.554700  -12.007 
26026.754696  -11.641 
26026.954691  -11.442 
26027.154686  -11.344 
26027.354681  -11.297 
26027.554677  -11.452 
26027.754672  -11.929 
26027.954667  -12.373 
26028.154662  -12.544 
26028.354657  -12.517 
26028.554652  -12.561 
26028.754648  -12.126 
26028.954643  -12.262 
26029.154638  -11.992 
26029.354633  -11.977 
26029.554629  -11.743 
26029.754624  -11.708 
26029.954619  -11.841 
26030.154614  -12.170 
26030.354609  -12.113 
26030.554605  -11.963 
26030.754600  -11.728 
26030.954595  -11.705 
26031.154590  -11.341 
26031.354586  -11.201 
26031.554580  -11.743 
26031.754575  -12.312 
26031.954570  -12.622 
26032.154565  -12.651 
26032.354561  -12.461 
26032.554556  -12.452 
26032.754551  -12.015 
26032.954546  -11.567 
26033.154541  -11.404 
26033.354537  -11.015 
26033.554532  -10.931 
26033.754527  -11.069 
26033.954522  -11.517 
26034.154517  -11.362 
26034.354513  -11.559 
26034.554508  -11.854 
26034.754503  -11.802 
26034.954498  -11.645 
26035.154494  -11.486 
26035.354489  -11.390 
26035.554484  -11.285 
26035.754479  -11.810 
26035.954474  -11.862 
26036.154470  -12.076 
26036.354465  -12.745 
26036.554460  -13.260 
26036.754456  -13.065 
26036.954451  -12.883 
26037.154446  -12.651 
26037.354441  -12.772 
26037.554436  -12.569 
26037.754432  -12.343 
26037.954427  -12.394 
26038.154422  -12.149 
26038.354417  -11.731 
26038.554412  -11.716 
26038.754408 1570000000.000 
26038.954403 1570000000.000 
26039.154398 1570000000.000 
26039.354393 1570000000.000 
26039.554389 1570000000.000 
26039.754384 1570000000.000 
26039.954379 1570000000.000 
26040.154374 1570000000.000 
26040.354369 1570000000.000 
26040.554364 1570000000.000 
26040.754360 1570000000.000 
26040.954355 1570000000.000 
26041.154350 1570000000.000 
26041.354345 1570000000.000 
26041.554341 1570000000.000 
26041.754336 1570000000.000 
26041.954331 1570000000.000 
26042.154326 1570000000.000 
26042.354321 1570000000.000 
26042.554316 1570000000.000 
26042.754311  -11.634 
26042.954306  -12.643 
26043.154301  -12.358 
26043.354296  -12.099 
26043.554292  -11.787 
26043.754287  -11.908 
26043.954282  -11.417 
26044.154277  -11.475 
26044.354273  -11.530 
26044.554268  -11.502 
26044.754263  -11.841 
26044.954258  -12.017 
26045.154253  -12.308 
26045.354249  -12.413 
26045.554244  -12.379 
26045.754239  -12.559 
26045.954234  -12.551 
26046.154229  -12.536 
26046.354225  -12.603 
26046.554220  -12.557 
26046.754215  -12.463 
26046.954210  -12.427 
26047.154206  -12.938 
26047.354201  -12.998 
26047.554195  -13.174 
26047.754190  -12.666 
26047.954185  -12.590 
26048.154181  -12.645 
26048.354176  -12.887 
26048.554171  -13.170 
26048.754166  -13.312 
26048.954161  -13.860 
26049.154157  -13.659 
26049.354152  -14.011 
26049.554147  -14.362 
26049.754142  -13.839 
26049.954137  -13.400 
26050.154133  -12.973 
26050.354128  -13.040 
26050.554123  -13.184 
26050.754118  -13.245 
26050.954113  -13.766 
26051.154109  -13.975 
26051.354104  -14.051 
26051.554099  -13.584 
26051.754094  -13.473 
26051.954089  -13.138 
26052.154085  -13.095 
26052.354080  -12.825 
26052.554073  -13.044 
26052.754069  -13.484 
26052.954064  -13.484 
26053.154059  -14.203 
26053.354054  -14.019 
26053.554049  -14.233 
26053.754045  -14.199 
26053.954040  -14.287 
26054.154035  -13.766 
26054.354030  -13.961 
26054.554025  -13.743 
26054.754021  -13.896 
26054.954016  -13.877 
26055.154011  -14.157 
26055.354006  -14.291 
26055.554002  -14.067 
26055.753997  -14.151 
26055.953992  -13.965 
26056.153987  -13.900 
26056.353982  -13.632 
26056.553977  -13.304 
26056.753973  -13.304 
26056.953968  -13.477 
26057.153963  -13.601 
26057.353958  -14.053 
26057.553954  -14.270 
26057.753949  -14.431 
26057.953944  -14.670 
26058.153939  -14.823 
26058.353935  -14.423 
26058.553930  -14.544 
26058.753925  -14.465 
26058.953920  -13.919 
26059.153916  -14.260 
26059.353911  -13.461 
26059.553906  -14.233 
26059.753901  -13.852 
26059.953896  -13.919 
26060.153892  -13.607 
26060.353887  -13.333 
26060.553882  -13.205 
26060.753877  -13.350 
